launch_id,mission_id,launch_date,year,quarter,launch_site,country,vehicle,payload_mass_kg,mission_type,success,cost_million_usd,orbit
LCH-0016424,MSN-0016424,2006-10-08,2006,4,Guiana Space Centre,ESA,Ariane 6,3557.4,Military Reconnaissance,True,3.21,LEO
LCH-0016425,MSN-0016425,2011-07-17,2011,3,Taiyuan Satellite Launch Center,China,Other,2919.0,Navigation,True,6.36,LEO
LCH-0016426,MSN-0016426,2012-03-02,2012,1,Plesetsk Cosmodrome,Russia,H-IIA,2935.0,Navigation,True,3.45,LEO
LCH-0016427,MSN-0016427,1967-10-18,1967,4,Vandenberg SFB,USA,Antares,4196.6,Science,False,10.36,LEO
LCH-0016428,MSN-0016428,1997-04-24,1997,2,Cape Canaveral,Canada,Soyuz,1315.8,Science,True,2.51,SSO
LCH-0016429,MSN-0016429,2004-03-08,2004,1,Guiana Space Centre,ESA,Electron,1338.5,Earth Observation,True,3.55,LEO
LCH-0016430,MSN-0016430,2011-02-20,2011,1,Vandenberg SFB,USA,GSLV,6263.9,Communications,True,16.6,GEO
LCH-0016431,MSN-0016431,2023-04-16,2023,2,Kennedy Space Center,UK,H-IIA,2172.9,Science,True,4.38,LEO
LCH-0016432,MSN-0016432,2023-05-08,2023,2,Cape Canaveral,USA,Delta IV,1372.3,Earth Observation,True,3.36,LEO
LCH-0016433,MSN-0016433,1964-11-24,1964,4,Tanegashima Space Center,Japan,Long March 5,8555.9,Communications,False,11.27,LEO
LCH-0016434,MSN-0016434,2022-01-23,2022,1,Kennedy Space Center,USA,Shavit,1916.0,Earth Observation,True,4.93,GEO
LCH-0016435,MSN-0016435,1994-01-22,1994,1,Jiuquan Satellite Launch Center,China,H3,20250.4,Crewed Mission,True,50.88,LEO
LCH-0016436,MSN-0016436,1993-07-06,1993,3,Vandenberg SFB,USA,Electron,452.4,Technology Demonstration,False,1.26,LEO
LCH-0016437,MSN-0016437,2005-07-14,2005,3,Baikonur Cosmodrome,Russia,Proton-M,880.8,Science,True,1.47,LEO
LCH-0016438,MSN-0016438,1995-05-13,1995,2,Guiana Space Centre,ESA,Long March 2,427.4,Technology Demonstration,False,1.17,MEO
LCH-0016439,MSN-0016439,2007-11-20,2007,4,Vostochny Cosmodrome,Russia,Other,4201.5,Communications,True,8.48,GEO
LCH-0016440,MSN-0016440,2014-04-15,2014,2,Taiyuan Satellite Launch Center,China,Long March 7,1834.5,Communications,True,1.26,LEO
LCH-0016441,MSN-0016441,1993-07-28,1993,3,Baikonur Cosmodrome,Russia,Antares,1345.7,Earth Observation,True,3.89,MEO
LCH-0016442,MSN-0016442,1990-09-11,1990,3,Baikonur Cosmodrome,Russia,Vulcan Centaur,1863.9,Science,True,2.57,GEO
LCH-0016443,MSN-0016443,1982-06-22,1982,2,Guiana Space Centre,ESA,Other,673.0,Science,True,1.65,SSO
LCH-0016444,MSN-0016444,2001-12-22,2001,4,Baikonur Cosmodrome,Russia,Shavit,2657.8,Earth Observation,True,1.8,SSO
LCH-0016445,MSN-0016445,2006-04-02,2006,2,Cape Canaveral,Brazil,Ariane 5,2617.0,Navigation,True,5.18,GEO
LCH-0016446,MSN-0016446,2011-10-09,2011,4,Vandenberg SFB,USA,Angara,1922.7,Weather,True,0.98,LEO
LCH-0016447,MSN-0016447,2022-10-13,2022,4,Vandenberg SFB,Germany,Soyuz,2440.8,Navigation,True,4.42,LEO
LCH-0016448,MSN-0016448,2001-05-19,2001,2,Baikonur Cosmodrome,Russia,Angara,6429.6,Communications,False,12.71,SSO
LCH-0016449,MSN-0016449,1991-08-08,1991,3,Vandenberg SFB,USA,Long March 2,2882.2,Military Reconnaissance,True,2.7,MEO
LCH-0016450,MSN-0016450,1966-05-28,1966,2,Vostochny Cosmodrome,Russia,NURI,4344.4,Communications,True,3.9,MEO
LCH-0016451,MSN-0016451,1997-06-24,1997,2,Jiuquan Satellite Launch Center,China,Vulcan Centaur,530.9,Weather,True,0.6,GEO
LCH-0016452,MSN-0016452,1996-07-22,1996,3,Cape Canaveral,USA,Falcon Heavy,3430.9,Communications,True,8.57,SSO
LCH-0016453,MSN-0016453,2020-04-06,2020,2,Cape Canaveral,USA,Ariane 5,2823.8,Science,True,4.23,LEO
LCH-0016454,MSN-0016454,1980-11-23,1980,4,Vandenberg SFB,USA,Atlas V,7842.3,Communications,True,6.62,Heliocentric
LCH-0016455,MSN-0016455,2017-06-12,2017,2,Naro Space Center,South Korea,Vulcan Centaur,9206.4,Communications,True,26.46,GEO
LCH-0016456,MSN-0016456,2024-11-23,2024,4,Vandenberg SFB,France,Long March 5,5903.0,Military Reconnaissance,True,12.44,LEO
LCH-0016457,MSN-0016457,2021-02-04,2021,1,Cape Canaveral,USA,GSLV,800.9,Navigation,True,1.51,LEO
LCH-0016458,MSN-0016458,1989-06-19,1989,2,Unknown Launch Site,Other,H-IIA,4005.2,Science,True,10.94,LEO
LCH-0016459,MSN-0016459,1977-03-04,1977,1,Naro Space Center,South Korea,NURI,659.4,Earth Observation,True,0.68,GEO
LCH-0016460,MSN-0016460,2010-12-06,2010,4,Tanegashima Space Center,Japan,Electron,3369.1,Communications,True,9.91,MEO
LCH-0016461,MSN-0016461,2024-08-26,2024,3,Taiyuan Satellite Launch Center,China,H3,1976.8,Communications,True,5.12,MEO
LCH-0016462,MSN-0016462,1984-06-04,1984,2,Vandenberg SFB,USA,Soyuz,5733.8,Communications,False,6.22,SSO
LCH-0016463,MSN-0016463,1960-05-09,1960,2,Naro Space Center,South Korea,Shavit,2574.3,Science,True,6.08,GEO
LCH-0016464,MSN-0016464,1970-12-13,1970,4,Vandenberg SFB,USA,Proton-M,729.9,Military Reconnaissance,False,0.98,LEO
LCH-0016465,MSN-0016465,1990-01-16,1990,1,Plesetsk Cosmodrome,Russia,PSLV,1721.9,Deep Space,True,2.62,GEO
LCH-0016466,MSN-0016466,2009-11-12,2009,4,Wenchang Space Launch Site,China,Atlas V,16372.6,Crewed Mission,True,32.91,LEO
LCH-0016467,MSN-0016467,1998-08-20,1998,3,Baikonur Cosmodrome,Russia,Proton-M,1292.4,Earth Observation,True,3.01,GEO
LCH-0016468,MSN-0016468,1980-01-20,1980,1,Wenchang Space Launch Site,China,Falcon Heavy,2105.2,Science,False,2.18,SSO
LCH-0016469,MSN-0016469,1973-11-19,1973,4,Baikonur Cosmodrome,Russia,Proton-M,329.2,Technology Demonstration,True,0.78,LEO
LCH-0016470,MSN-0016470,1983-05-03,1983,2,Guiana Space Centre,ESA,Shavit,2324.9,Earth Observation,True,5.79,SSO
LCH-0016471,MSN-0016471,1980-03-19,1980,1,Kennedy Space Center,USA,Falcon 9,2804.8,Communications,True,1.5,LEO
LCH-0016472,MSN-0016472,1984-04-04,1984,2,Vostochny Cosmodrome,Russia,Delta IV,25459.1,Space Station,True,35.04,SSO
LCH-0016473,MSN-0016473,1989-08-15,1989,3,Baikonur Cosmodrome,Russia,Shavit,573.8,Earth Observation,False,1.15,LEO
LCH-0016474,MSN-0016474,1990-11-19,1990,4,Vandenberg SFB,USA,PSLV,9003.2,Supply/Resupply,True,12.43,LEO
LCH-0016475,MSN-0016475,1985-02-04,1985,1,Plesetsk Cosmodrome,Russia,Other,2979.5,Communications,True,5.67,GEO
LCH-0016476,MSN-0016476,1974-07-15,1974,3,Kennedy Space Center,USA,Other,9353.5,Crewed Mission,True,16.01,LEO
LCH-0016477,MSN-0016477,1998-11-16,1998,4,Cape Canaveral,USA,Long March 7,1676.0,Earth Observation,True,2.26,MEO
LCH-0016478,MSN-0016478,2011-07-10,2011,3,Jiuquan Satellite Launch Center,China,Soyuz,9923.5,Crewed Mission,True,26.08,LEO
LCH-0016479,MSN-0016479,1993-05-22,1993,2,Unknown Launch Site,Other,Ariane 6,18281.8,Crewed Mission,True,23.79,HEO
LCH-0016480,MSN-0016480,1999-06-04,1999,2,Vostochny Cosmodrome,Russia,PSLV,1848.5,Communications,True,4.65,GEO
LCH-0016481,MSN-0016481,2009-01-01,2009,1,Jiuquan Satellite Launch Center,China,Ariane 6,6609.9,Supply/Resupply,True,12.68,LEO
LCH-0016482,MSN-0016482,2020-11-12,2020,4,Vandenberg SFB,USA,Long March 7,4262.6,Supply/Resupply,True,6.72,LEO
LCH-0016483,MSN-0016483,1996-06-21,1996,2,Tanegashima Space Center,Japan,Falcon Heavy,934.1,Science,False,2.19,LEO
LCH-0016484,MSN-0016484,1971-04-02,1971,2,Baikonur Cosmodrome,Russia,Electron,1235.3,Earth Observation,True,2.54,LEO
LCH-0016485,MSN-0016485,1997-11-01,1997,4,Baikonur Cosmodrome,Russia,Atlas V,1692.6,Science,True,2.2,LEO
LCH-0016486,MSN-0016486,1980-05-14,1980,2,Kennedy Space Center,Italy,Antares,1459.3,Earth Observation,True,1.34,MEO
LCH-0016487,MSN-0016487,1977-12-17,1977,4,Vandenberg SFB,USA,Long March 3,3303.5,Navigation,True,2.86,LEO
LCH-0016488,MSN-0016488,2010-01-13,2010,1,Satish Dhawan Space Centre,India,Falcon Heavy,1783.5,Earth Observation,True,5.24,SSO
LCH-0016489,MSN-0016489,2013-11-01,2013,4,Jiuquan Satellite Launch Center,China,NURI,1062.8,Earth Observation,True,1.79,GEO
LCH-0016490,MSN-0016490,2016-03-10,2016,1,Vostochny Cosmodrome,Russia,Electron,862.1,Earth Observation,True,1.08,Heliocentric
LCH-0016491,MSN-0016491,2023-04-22,2023,2,Vostochny Cosmodrome,Russia,H-IIA,305.7,Technology Demonstration,True,0.49,GEO
LCH-0016492,MSN-0016492,2017-09-21,2017,3,Taiyuan Satellite Launch Center,China,Long March 7,314.5,Earth Observation,True,0.21,LEO
LCH-0016493,MSN-0016493,2018-08-06,2018,3,Cape Canaveral,USA,PSLV,50.0,Space Station,True,0.1,LEO
LCH-0016494,MSN-0016494,1981-10-18,1981,4,Palmachim Air Base,Israel,H-IIA,769.6,Weather,True,1.68,SSO
LCH-0016495,MSN-0016495,1985-05-06,1985,2,Vandenberg SFB,UK,H-IIA,5573.4,Communications,True,8.18,SSO
LCH-0016496,MSN-0016496,1995-09-23,1995,3,Xichang Satellite Launch Center,China,GSLV,4255.8,Military Reconnaissance,True,4.45,MEO
LCH-0016497,MSN-0016497,2021-09-16,2021,3,Cape Canaveral,USA,Falcon 9,1500.2,Earth Observation,True,3.31,LEO
LCH-0016498,MSN-0016498,2022-05-04,2022,2,Cape Canaveral,USA,Antares,2683.1,Science,True,2.31,LEO
LCH-0016499,MSN-0016499,1964-11-13,1964,4,Jiuquan Satellite Launch Center,China,Long March 3,902.8,Weather,True,0.91,LEO
LCH-0016500,MSN-0016500,2022-01-25,2022,1,Taiyuan Satellite Launch Center,China,Antares,7283.2,Supply/Resupply,True,7.63,SSO
LCH-0016501,MSN-0016501,1960-03-21,1960,1,Tanegashima Space Center,Japan,Atlas V,1891.7,Science,True,1.68,GTO
LCH-0016502,MSN-0016502,2003-09-28,2003,3,Xichang Satellite Launch Center,China,Ariane 5,50.0,Earth Observation,False,0.07,LEO
LCH-0016503,MSN-0016503,1993-01-02,1993,1,Kennedy Space Center,USA,Long March 2,1011.2,Technology Demonstration,True,2.5,LEO
LCH-0016504,MSN-0016504,2024-12-17,2024,4,Cape Canaveral,USA,H3,1089.0,Weather,True,1.25,SSO
LCH-0016505,MSN-0016505,1995-07-01,1995,3,Satish Dhawan Space Centre,India,Falcon 9,4912.0,Military Reconnaissance,True,12.13,LEO
LCH-0016506,MSN-0016506,2014-01-23,2014,1,Cape Canaveral,USA,Long March 3,2382.7,Earth Observation,True,5.77,LEO
LCH-0016507,MSN-0016507,2014-09-19,2014,3,Jiuquan Satellite Launch Center,China,Soyuz,966.0,Weather,True,1.78,LEO
LCH-0016508,MSN-0016508,1997-01-25,1997,1,Unknown Launch Site,Other,Long March 5,550.3,Technology Demonstration,True,0.28,LEO
LCH-0016509,MSN-0016509,2013-11-13,2013,4,Vandenberg SFB,France,NURI,2139.3,Navigation,True,4.95,GEO
LCH-0016510,MSN-0016510,1980-02-07,1980,1,Vandenberg SFB,USA,Ariane 6,1339.9,Earth Observation,True,3.24,GEO
LCH-0016511,MSN-0016511,2004-02-06,2004,1,Xichang Satellite Launch Center,China,GSLV,3142.0,Navigation,True,4.79,LEO
LCH-0016512,MSN-0016512,2019-09-02,2019,3,Vandenberg SFB,Germany,Long March 7,1678.9,Science,True,2.9,GEO
LCH-0016513,MSN-0016513,1978-12-01,1978,4,Vandenberg SFB,France,Vulcan Centaur,6801.3,Communications,False,7.69,LEO
LCH-0016514,MSN-0016514,2007-06-23,2007,2,Cape Canaveral,USA,Shavit,3995.7,Communications,True,2.14,HEO
LCH-0016515,MSN-0016515,1983-08-20,1983,3,Vostochny Cosmodrome,Russia,PSLV,11463.0,Crewed Mission,True,29.0,SSO
LCH-0016516,MSN-0016516,1992-10-06,1992,4,Baikonur Cosmodrome,Russia,Falcon Heavy,542.5,Weather,True,0.61,LEO
LCH-0016517,MSN-0016517,1970-05-05,1970,2,Kennedy Space Center,USA,Vulcan Centaur,734.3,Technology Demonstration,True,0.8,LEO
LCH-0016518,MSN-0016518,2002-03-17,2002,1,Kennedy Space Center,USA,Long March 5,2305.8,Navigation,True,4.74,LEO
LCH-0016519,MSN-0016519,2018-09-03,2018,3,Jiuquan Satellite Launch Center,China,Proton-M,14052.4,Space Station,True,18.19,LEO
LCH-0016520,MSN-0016520,1980-02-13,1980,1,Guiana Space Centre,ESA,Electron,3522.6,Communications,False,3.94,SSO
LCH-0016521,MSN-0016521,1990-03-15,1990,1,Kennedy Space Center,UK,Falcon Heavy,4560.8,Deep Space,True,5.98,SSO
LCH-0016522,MSN-0016522,1989-12-28,1989,4,Jiuquan Satellite Launch Center,China,GSLV,286.2,Technology Demonstration,True,0.53,MEO
LCH-0016523,MSN-0016523,2000-04-18,2000,2,Cape Canaveral,USA,Falcon 9,1909.4,Navigation,True,1.66,LEO
LCH-0016524,MSN-0016524,2022-12-23,2022,4,Taiyuan Satellite Launch Center,China,PSLV,3675.9,Communications,True,3.07,LEO
LCH-0016525,MSN-0016525,1998-06-14,1998,2,Cape Canaveral,Canada,Angara,1558.9,Weather,False,2.1,LEO
LCH-0016526,MSN-0016526,2013-09-19,2013,3,Plesetsk Cosmodrome,Russia,Long March 2,7459.0,Supply/Resupply,True,10.61,LEO
LCH-0016527,MSN-0016527,1976-04-19,1976,2,Guiana Space Centre,ESA,Electron,50.0,Earth Observation,True,0.15,LEO
LCH-0016528,MSN-0016528,2020-09-20,2020,3,Xichang Satellite Launch Center,China,Long March 5,2314.8,Earth Observation,True,2.69,LEO
LCH-0016529,MSN-0016529,2006-11-28,2006,4,Cape Canaveral,USA,PSLV,1463.8,Earth Observation,True,1.78,LEO
LCH-0016530,MSN-0016530,1999-04-07,1999,2,Guiana Space Centre,ESA,Soyuz,1421.3,Weather,True,3.08,LEO
LCH-0016531,MSN-0016531,2013-12-12,2013,4,Plesetsk Cosmodrome,Russia,Electron,3047.4,Communications,True,4.69,LEO
LCH-0016532,MSN-0016532,2001-05-25,2001,2,Tanegashima Space Center,Japan,Ariane 6,678.0,Earth Observation,True,0.71,LEO
LCH-0016533,MSN-0016533,1987-04-21,1987,2,Cape Canaveral,Germany,Long March 3,874.8,Weather,False,0.93,SSO
LCH-0016534,MSN-0016534,1993-11-12,1993,4,Vostochny Cosmodrome,Russia,NURI,3866.8,Communications,True,4.43,LEO
LCH-0016535,MSN-0016535,1987-05-15,1987,2,Vandenberg SFB,USA,Falcon Heavy,1648.5,Earth Observation,True,1.99,LEO
LCH-0016536,MSN-0016536,2023-01-18,2023,1,Cape Canaveral,USA,Shavit,858.9,Science,True,2.1,GEO
LCH-0016537,MSN-0016537,2017-05-02,2017,2,Satish Dhawan Space Centre,India,Other,6998.0,Military Reconnaissance,True,10.33,LEO
LCH-0016538,MSN-0016538,2016-10-04,2016,4,Kennedy Space Center,Canada,Delta IV,1430.0,Weather,True,0.93,LEO
LCH-0016539,MSN-0016539,2017-12-23,2017,4,Tanegashima Space Center,Japan,Other,515.4,Science,True,0.88,GTO
LCH-0016540,MSN-0016540,2017-10-20,2017,4,Guiana Space Centre,ESA,GSLV,1131.7,Science,True,3.27,LEO
LCH-0016541,MSN-0016541,1996-08-12,1996,3,Plesetsk Cosmodrome,Russia,Shavit,945.2,Earth Observation,True,0.86,Heliocentric
LCH-0016542,MSN-0016542,1984-11-11,1984,4,Vostochny Cosmodrome,Russia,Antares,4342.5,Communications,True,4.99,HEO
LCH-0016543,MSN-0016543,2023-05-06,2023,2,Jiuquan Satellite Launch Center,China,Ariane 5,2272.1,Earth Observation,True,5.01,LEO
LCH-0016544,MSN-0016544,2024-01-10,2024,1,Vandenberg SFB,USA,Long March 2,50.0,Technology Demonstration,True,0.04,LEO
LCH-0016545,MSN-0016545,1976-10-01,1976,4,Satish Dhawan Space Centre,India,NURI,2153.1,Navigation,False,4.43,GEO
LCH-0016546,MSN-0016546,1988-09-28,1988,3,Vandenberg SFB,Canada,Ariane 6,7396.5,Supply/Resupply,True,12.98,GEO
LCH-0016547,MSN-0016547,2019-06-09,2019,2,Vostochny Cosmodrome,Russia,Ariane 6,2569.7,Earth Observation,True,1.74,LEO
LCH-0016548,MSN-0016548,2018-08-18,2018,3,Kennedy Space Center,UK,Ariane 6,539.2,Earth Observation,False,1.12,LEO
LCH-0016549,MSN-0016549,2001-12-16,2001,4,Kennedy Space Center,France,NURI,2036.0,Navigation,True,3.48,LEO
LCH-0016550,MSN-0016550,1973-01-18,1973,1,Kennedy Space Center,UK,NURI,1986.7,Science,False,2.99,LEO
LCH-0016551,MSN-0016551,2020-12-28,2020,4,Vandenberg SFB,USA,Atlas V,5911.5,Communications,True,16.15,SSO
LCH-0016552,MSN-0016552,1987-12-19,1987,4,Cape Canaveral,USA,Falcon 9,5376.7,Communications,False,11.92,SSO
LCH-0016553,MSN-0016553,2001-07-28,2001,3,Cape Canaveral,USA,NURI,3886.0,Military Reconnaissance,True,5.76,GTO
LCH-0016554,MSN-0016554,2024-08-14,2024,3,Palmachim Air Base,Israel,Falcon 9,2789.9,Earth Observation,True,8.02,Lunar
LCH-0016555,MSN-0016555,2021-05-06,2021,2,Vandenberg SFB,Italy,Soyuz,601.4,Earth Observation,True,1.45,MEO
LCH-0016556,MSN-0016556,1974-05-01,1974,2,Vandenberg SFB,UK,PSLV,916.4,Earth Observation,False,2.36,MEO
LCH-0016557,MSN-0016557,1992-05-26,1992,2,Vandenberg SFB,USA,NURI,5110.0,Communications,True,10.88,GEO
LCH-0016558,MSN-0016558,2005-01-15,2005,1,Vostochny Cosmodrome,Russia,Delta IV,3891.7,Deep Space,True,3.54,SSO
LCH-0016559,MSN-0016559,2017-10-14,2017,4,Cape Canaveral,USA,Angara,385.8,Technology Demonstration,True,0.26,GTO
LCH-0016560,MSN-0016560,1999-02-17,1999,1,Vandenberg SFB,USA,PSLV,1869.7,Deep Space,True,5.4,LEO
LCH-0016561,MSN-0016561,1972-06-21,1972,2,Kennedy Space Center,Italy,PSLV,20251.2,Crewed Mission,True,28.51,LEO
LCH-0016562,MSN-0016562,1998-04-20,1998,2,Cape Canaveral,USA,Ariane 6,5514.1,Communications,True,3.25,LEO
LCH-0016563,MSN-0016563,2018-07-16,2018,3,Wenchang Space Launch Site,China,H3,3078.8,Military Reconnaissance,True,7.21,LEO
LCH-0016564,MSN-0016564,2024-09-18,2024,3,Vandenberg SFB,USA,Long March 7,5110.1,Communications,True,7.38,MEO
LCH-0016565,MSN-0016565,2017-04-14,2017,2,Baikonur Cosmodrome,Russia,H-IIA,1565.7,Navigation,True,3.88,Heliocentric
LCH-0016566,MSN-0016566,1975-08-06,1975,3,Vandenberg SFB,Germany,Ariane 5,721.4,Weather,False,0.85,Heliocentric
LCH-0016567,MSN-0016567,2007-11-06,2007,4,Kennedy Space Center,USA,Falcon 9,6050.2,Crewed Mission,True,9.4,MEO
LCH-0016568,MSN-0016568,2015-04-05,2015,2,Cape Canaveral,USA,Angara,4521.1,Communications,True,11.27,LEO
LCH-0016569,MSN-0016569,2017-06-17,2017,2,Vandenberg SFB,USA,NURI,5553.8,Communications,True,13.71,GEO
LCH-0016570,MSN-0016570,2004-04-23,2004,2,Guiana Space Centre,ESA,Proton-M,1779.0,Earth Observation,True,2.66,LEO
LCH-0016571,MSN-0016571,2009-02-02,2009,1,Taiyuan Satellite Launch Center,China,Long March 2,50.0,Communications,True,0.12,SSO
LCH-0016572,MSN-0016572,1981-02-04,1981,1,Guiana Space Centre,ESA,Long March 5,4105.4,Military Reconnaissance,False,7.55,LEO
LCH-0016573,MSN-0016573,1990-02-05,1990,1,Vandenberg SFB,USA,Delta IV,2163.0,Navigation,True,5.86,LEO
LCH-0016574,MSN-0016574,1986-07-17,1986,3,Vandenberg SFB,USA,Electron,1423.8,Communications,True,3.04,GEO
LCH-0016575,MSN-0016575,2008-05-02,2008,2,Satish Dhawan Space Centre,India,Vulcan Centaur,2205.8,Earth Observation,False,4.85,LEO
LCH-0016576,MSN-0016576,1999-07-24,1999,3,Vandenberg SFB,USA,PSLV,4672.9,Military Reconnaissance,True,6.66,LEO
LCH-0016577,MSN-0016577,1993-12-13,1993,4,Cape Canaveral,USA,Vulcan Centaur,1312.5,Science,True,3.37,LEO
LCH-0016578,MSN-0016578,2006-06-06,2006,2,Vandenberg SFB,USA,Antares,4023.2,Communications,True,2.04,LEO
LCH-0016579,MSN-0016579,2001-03-20,2001,1,Kennedy Space Center,USA,Proton-M,3041.9,Communications,True,7.84,LEO
LCH-0016580,MSN-0016580,1999-05-20,1999,2,Vandenberg SFB,USA,Other,731.5,Deep Space,True,0.77,HEO
LCH-0016581,MSN-0016581,1979-09-28,1979,3,Vandenberg SFB,Germany,Proton-M,1076.7,Weather,False,2.4,LEO
LCH-0016582,MSN-0016582,1981-08-18,1981,3,Unknown Launch Site,Other,Falcon Heavy,6605.5,Supply/Resupply,True,6.75,LEO
LCH-0016583,MSN-0016583,1983-05-25,1983,2,Vandenberg SFB,USA,Atlas V,176.1,Technology Demonstration,False,0.36,LEO
LCH-0016584,MSN-0016584,2004-08-05,2004,3,Kennedy Space Center,USA,Long March 3,2422.7,Deep Space,True,3.45,LEO
LCH-0016585,MSN-0016585,1992-06-01,1992,2,Kennedy Space Center,USA,Falcon Heavy,1560.4,Science,True,3.03,LEO
LCH-0016586,MSN-0016586,2002-06-18,2002,2,Satish Dhawan Space Centre,India,H3,8198.3,Communications,True,19.92,HEO
LCH-0016587,MSN-0016587,1978-02-09,1978,1,Vandenberg SFB,USA,Long March 7,6108.2,Communications,True,6.02,SSO
LCH-0016588,MSN-0016588,1974-08-06,1974,3,Kennedy Space Center,USA,Falcon Heavy,2197.7,Navigation,False,3.41,LEO
LCH-0016589,MSN-0016589,2007-10-14,2007,4,Kennedy Space Center,USA,Falcon 9,7274.9,Communications,True,15.92,GEO
LCH-0016590,MSN-0016590,1989-08-09,1989,3,Taiyuan Satellite Launch Center,China,PSLV,7674.5,Communications,True,9.51,GEO
LCH-0016591,MSN-0016591,2023-07-16,2023,3,Kennedy Space Center,USA,Ariane 5,1357.2,Earth Observation,True,0.78,HEO
LCH-0016592,MSN-0016592,1992-03-18,1992,1,Taiyuan Satellite Launch Center,China,Falcon 9,6664.7,Communications,True,10.97,SSO
LCH-0016593,MSN-0016593,1967-04-27,1967,2,Kennedy Space Center,USA,Ariane 6,1254.0,Earth Observation,True,3.32,SSO
LCH-0016594,MSN-0016594,2019-03-20,2019,1,Baikonur Cosmodrome,Russia,Long March 3,2480.3,Navigation,True,4.11,SSO
LCH-0016595,MSN-0016595,2011-05-03,2011,2,Taiyuan Satellite Launch Center,China,Long March 7,5966.7,Communications,True,9.99,LEO
LCH-0016596,MSN-0016596,2010-01-09,2010,1,Wenchang Space Launch Site,China,Ariane 5,8076.2,Supply/Resupply,True,20.11,MEO
LCH-0016597,MSN-0016597,2002-07-26,2002,3,Cape Canaveral,Canada,Vulcan Centaur,2810.9,Navigation,True,5.14,GEO
LCH-0016598,MSN-0016598,2023-04-11,2023,2,Guiana Space Centre,ESA,Falcon Heavy,5633.0,Military Reconnaissance,True,14.18,LEO
LCH-0016599,MSN-0016599,2007-02-17,2007,1,Kennedy Space Center,USA,Ariane 6,632.1,Technology Demonstration,True,0.72,LEO
LCH-0016600,MSN-0016600,1972-06-28,1972,2,Unknown Launch Site,Other,Long March 3,559.5,Technology Demonstration,True,0.73,LEO
LCH-0016601,MSN-0016601,1960-10-03,1960,4,Vostochny Cosmodrome,Russia,Antares,6079.6,Supply/Resupply,False,8.02,LEO
LCH-0016602,MSN-0016602,2002-11-12,2002,4,Vostochny Cosmodrome,Russia,Falcon Heavy,1559.3,Navigation,True,4.57,LEO
LCH-0016603,MSN-0016603,2007-09-21,2007,3,Vandenberg SFB,USA,PSLV,1857.3,Earth Observation,True,3.38,GEO
LCH-0016604,MSN-0016604,2017-11-24,2017,4,Naro Space Center,South Korea,NURI,5215.9,Military Reconnaissance,False,3.23,GTO
LCH-0016605,MSN-0016605,2016-09-19,2016,3,Vandenberg SFB,USA,NURI,3510.7,Navigation,True,3.47,SSO
LCH-0016606,MSN-0016606,1982-09-28,1982,3,Jiuquan Satellite Launch Center,China,Other,2225.5,Earth Observation,False,6.17,LEO
LCH-0016607,MSN-0016607,2003-03-27,2003,1,Satish Dhawan Space Centre,India,Long March 7,3109.7,Military Reconnaissance,True,5.61,LEO
LCH-0016608,MSN-0016608,2020-03-15,2020,1,Jiuquan Satellite Launch Center,China,Electron,739.2,Technology Demonstration,True,2.01,LEO
LCH-0016609,MSN-0016609,2010-02-08,2010,1,Kennedy Space Center,UK,H3,50.0,Technology Demonstration,True,0.06,GEO
LCH-0016610,MSN-0016610,2018-01-27,2018,1,Vostochny Cosmodrome,Russia,Ariane 6,4076.9,Communications,True,8.84,GEO
LCH-0016611,MSN-0016611,1995-02-11,1995,1,Vostochny Cosmodrome,Russia,Electron,4159.8,Communications,False,11.92,HEO
LCH-0016612,MSN-0016612,2008-12-03,2008,4,Tanegashima Space Center,Japan,Long March 2,1877.9,Deep Space,True,2.18,SSO
LCH-0016613,MSN-0016613,1992-03-17,1992,1,Vandenberg SFB,USA,Falcon 9,428.8,Technology Demonstration,True,0.72,GEO
LCH-0016614,MSN-0016614,2007-05-20,2007,2,Kennedy Space Center,USA,Soyuz,1380.6,Earth Observation,True,4.12,LEO
LCH-0016615,MSN-0016615,2001-09-07,2001,3,Cape Canaveral,Germany,Soyuz,1176.9,Weather,True,1.04,LEO
LCH-0016616,MSN-0016616,1972-05-09,1972,2,Vandenberg SFB,USA,H-IIA,909.0,Earth Observation,False,2.52,GEO
LCH-0016617,MSN-0016617,2019-12-28,2019,4,Satish Dhawan Space Centre,India,H3,508.7,Weather,True,0.57,LEO
LCH-0016618,MSN-0016618,1992-02-15,1992,1,Taiyuan Satellite Launch Center,China,Other,2793.6,Science,True,4.24,SSO
LCH-0016619,MSN-0016619,2003-02-01,2003,1,Vandenberg SFB,USA,Atlas V,2358.4,Navigation,True,3.05,SSO
